	mean	total	bio	tech	p.value	FDR
RAD21	5.0168285381243	15.8663204535719	1.22293260695955	14.6433878466124	0.00683034349228593	0.0361345437198158
UBE2C	2.36946844097427	13.3751481087494	1.22220725745014	12.1529408512992	0.00157946991146961	0.0143471332586925
FABP5	4.79544682912903	16.0252162982636	1.21643632881757	14.808779969446	0.00761668865622025	0.0384082164337371
ANGPTL4	2.14981563578776	12.6461127912649	1.21037658315031	11.4357362081146	0.000964311429586304	0.0108466538806153
ACTN1	5.35052732650433	15.1027298520533	1.20225581253121	13.900474039522	0.00536776350257528	0.0306589920575663
CALM2	7.37087855782658	11.7274708381449	1.20199135856104	10.5254794795838	0.000424239802768583	0.00660733057893162
MT1A	1.87869319119288	11.6298390904281	1.20196558882103	10.4278735016071	0.000380725288513152	0.00612596275200308
NDUFAF8	5.82607191665996	14.3478033527088	1.20031575413997	13.1474875985688	0.00359040456529299	0.0239251504214524
PTGIS	1.424468481951	9.66490567133306	1.19976024832	8.46514542301306	2.02971680583509e-05	0.00078533969314335
FAM162A	4.62320711358124	16.1422136959112	1.19233462621408	14.9498790696971	0.00917892835910972	0.0432833383738719
PHB2	5.21743365508459	15.4023925209925	1.18910744929298	14.2132850716995	0.00675030503136671	0.0359271982992547
CD9	3.15239667356017	15.2272980134973	1.18890335155476	14.0383946619426	0.00621499334802865	0.033906737007641
ANXA10	1.46724138634823	9.84920813806415	1.18604583390094	8.66316230416321	3.58609168463863e-05	0.00119181092410887
ITM2B	4.72101942584337	16.0502755372776	1.18435916256259	14.865916374715	0.00924016255577039	0.0434870115770146
CTSB	4.18964889386008	16.2030141797143	1.18403241019979	15.0189817695145	0.00985248183810101	0.0451680491215791
ARF4	5.45709060807386	14.8828705089871	1.18283981661267	13.7000306923744	0.00543495613011433	0.0309089703365209
CCT7	5.80830710876279	14.3631714080558	1.18174971029277	13.181421697763	0.00412719093677064	0.0261061738593716
DDR2	1.76569341575137	11.1431953387685	1.17159716557854	9.97159817318996	0.000302901753203592	0.00528635678805317
RRAS	5.32125518286488	15.1363484242795	1.17072670742462	13.9656217168549	0.00666035023160816	0.0355488110662775
CCNB1	2.20466559681742	12.7830177269977	1.15661143931778	11.6264062876799	0.00174450098018212	0.0152632267457048
HLA-A	5.6211716515488	14.6493882074212	1.15354020564405	13.4958480017772	0.00583232790682555	0.0323739331639168
SFRP1	2.08328251852982	12.354041843208	1.15297213599779	11.2010697072102	0.00126885239114963	0.0126986189844361
TUBA1A	2.89153537006145	14.667584984602	1.14381229949855	13.5237726851035	0.00627118255965954	0.0340642168349724
PRSS23	2.42635588834718	13.4663617450173	1.14241794474681	12.3239438002705	0.00318309399294804	0.0221390311770988
CYB5A	2.79007447019091	14.4382292429162	1.13933614929184	13.2988930936243	0.00573921485043279	0.0320047340391421
EIF4A2	5.33732943311177	15.063173940586	1.13372586428203	13.929448076304	0.00808137703951013	0.0399166370411235
EID1	6.29044936524152	13.3412055906561	1.13039711250588	12.2108084781502	0.00321776591825025	0.022313565702024
ITGB8	1.74953747584211	11.033674442151	1.12882866495387	9.90484577719709	0.000434255088270439	0.00671455274794167
MAP4K4	5.29676661261965	15.1485301536293	1.12622967892793	14.0223004747014	0.00878796841801482	0.0420865536505581
HSD11B1	1.22727015538577	8.62372677341935	1.12479975442294	7.49892701899641	7.3837055369791e-06	0.000367186599201236
TMED9	6.00585180764718	13.9060865001493	1.12279206010288	12.7832944400464	0.00480516842042541	0.0287018882254022
HSPA8	7.49982263773218	11.4400819638823	1.12117297270194	10.3189089911803	0.000735519731095848	0.00912930134720472
AURKA	2.07433790847569	12.2890052980575	1.12099062615913	11.1680146718983	0.00160778145526775	0.0145205399225671
UQCC2	5.86375721210928	14.190553553617	1.11667797715064	13.0738755764664	0.00586121293720759	0.0324927913838307
TRNP1	2.65706982659381	14.0681909661256	1.098461615079	12.9697293510466	0.00621255989664765	0.033906737007641
GLRX	2.50646213696352	13.6554788331845	1.09646186013325	12.5590169730512	0.0050197913567145	0.0294491450246737
CAP1	6.08463900486146	13.7133643167909	1.09417939467244	12.6191849221185	0.0052728543803401	0.0302741691445637
CBX3	6.6494889697688	12.752989295492	1.0903159091289	11.6626733863631	0.00297298530142445	0.0212736173213253
HOTAIRM1	3.14967136418137	15.11944032448	1.0863324938911	14.0331078305889	0.0109810114959367	0.0482838337886785
KPNA2	3.02352379021794	14.883983010116	1.08112499713666	13.8028580129793	0.0102440977856186	0.0462878856792644
HMGN2	6.52391605740171	12.92094254808	1.08095225484018	11.8399902932399	0.00359024809751454	0.0239251504214524
BEX1	2.21496963476976	12.7387289421759	1.07777522000407	11.6609537221719	0.00325892897272384	0.0224534249953621
EIF1AX	6.50586679854168	12.9422069642036	1.07765141825372	11.8645555459499	0.00373602729399268	0.0245483785442925
SMS	6.20333809400232	13.4529702987873	1.07524625311805	12.3777240456692	0.0052031563016156	0.0300439580934426
CAVIN1	5.83085897586908	14.2065328843897	1.06827840329183	13.1382544810979	0.00813227319219816	0.0401111074758365
RRBP1	6.00436844300193	13.8511512273433	1.06476618264284	12.7863850447005	0.0069629965348728	0.0364554042291981
SLC7A5	2.95907311844615	14.7358476826984	1.06176422011097	13.6740834625875	0.0107865725039322	0.0477737622077479
LSM5	5.58068510134837	14.609627033584	1.05937924627577	13.5502477873082	0.0103577179075082	0.0466415460995439
CNR1	1.64670561796134	10.5202289147804	1.05299489709471	9.46723401768566	0.000571294521265469	0.00771510738339468
CTSL	2.39212829185303	13.2662054930084	1.04559551684112	12.2206099761673	0.00579153615430913	0.0321876697640921
SEPT7	6.05438819690549	13.721231340471	1.0391365479955	12.6820947924755	0.00774127417787543	0.0388211218178975
C15orf48	1.06418456015718	7.72082948326303	1.03433727038476	6.68649221287827	4.07478993600972e-06	0.000233751210503097
SH3BGRL3	7.22316543252416	11.7910677375182	1.02657536631299	10.7644923712052	0.00252213418658232	0.0191810888919518
RAB2A	5.90727595815212	14.0059114296702	1.01931115449822	12.986600275172	0.0101171423674603	0.0459349423426265
RANBP1	6.10469159973822	13.5952013935554	1.01752764121248	12.5776737523429	0.00839809162823211	0.040872158223126
FAM83A	1.16073434623483	8.17470818760997	1.01742803741193	7.15728015019804	1.92935150184079e-05	0.000757614991526412
HMMR	2.03396981052531	12.0080415908814	0.987936014228087	11.0201055766533	0.00412863946482548	0.0261061738593716
CCL20	0.800852532402199	6.10304422762549	0.987629793507042	5.11541443411844	1.86150326043214e-08	2.11729948432255e-06
RAB13	6.40744208849256	12.9846527740972	0.9759912234837	12.0086615506135	0.00815563016869498	0.0401489729500716
CRISPLD2	1.8604270373201	11.3296981440603	0.973895479685478	10.3558026643748	0.00283255226513175	0.0206707381560555
AKR1C1	1.56730626573493	10.0920025639697	0.973622543651336	9.11838002031838	0.000881825178819475	0.0101915916151367
CCT4	6.19717199671354	13.3628036495916	0.972862458113713	12.3899411914779	0.0100932799257394	0.0458892954308081
PRDX5	6.24210634257256	13.2677011569343	0.965663678707758	12.3020374782266	0.0101118961320371	0.0459349423426265
PPIB	7.11881182257587	11.8987376589444	0.965306597775868	10.9334310611686	0.00462622855588976	0.0279963495283353
CARD16	1.49055038419955	9.7322014950917	0.960751555738055	8.77144993935365	0.000675009444078632	0.00869021985733762
KRT18	9.13615251731913	9.11161073246801	0.960249008336683	8.15136172413133	0.00029337523954395	0.00515418496743392
MFAP5	1.80241871030408	11.0758094887089	0.952822377760898	10.122987110948	0.00281255597068831	0.0205817323778489
PEBP1	6.36212333927277	13.0337414941172	0.950306679136869	12.0834348149804	0.00999717971499419	0.0456727109278509
SLC7A11	1.96276299867198	11.7026234605643	0.949846458965732	10.7527770015986	0.00460871688329038	0.0279391378273817
ARHGDIB	2.01324682600237	11.8862466421148	0.942249281148788	10.943997360966	0.00554323915187491	0.0312828614597733
MAL2	1.16670347364694	8.12716190596463	0.93988915485986	7.18727275110477	7.23400198137506e-05	0.0019690402525116
MT-ND4L	6.36375946551224	13.0200468405581	0.939394561238258	12.0806522793198	0.0106950239846073	0.0475118338225282
INHBA	1.56844856720037	10.0552620711011	0.931817869687087	9.12344420141398	0.00136694432630519	0.0132711283600226
DNAJC15	1.33315996427277	8.94074622447249	0.911137642830941	8.02960858164155	0.0004564734334192	0.00688072905459332
MUCL3	0.399580780064173	3.44690201909618	0.894595311885765	2.55230670721041	5.71256063815063e-22	2.43133951805676e-19
COL8A1	1.72099238360921	10.6659004157181	0.880779971825502	9.78512044389257	0.00400394584571272	0.0256018520547026
AKR1C3	1.40055394711813	9.22877089791072	0.876955363077045	8.35181553483368	0.00104449410083921	0.0113705075630962
CST6	0.931477840844211	6.82479299524484	0.87501447881384	5.949778516431	1.06189513012719e-05	0.000489882669471964
MUC1	1.08203784647311	7.64334546613868	0.871860576492856	6.77148488964583	9.06061816304181e-05	0.00231529084330392
THBS2	1.52079223549122	9.77322220466583	0.865068949568792	8.90815325509704	0.00216058115191238	0.0173927441844612
CENPE	1.97610495670719	11.636394817021	0.832868538101284	10.8035262789197	0.0112496337623805	0.0490022013406562
COL6A3	1.43166920799395	9.32810317060899	0.829463395301545	8.49863977530744	0.00206787746996704	0.0169463200861771
CDH11	1.24061455294815	8.39262070635894	0.824800899785519	7.56781980657342	0.000711854361214861	0.00897058876969329
PDK4	1.06402429397673	7.48917920088511	0.803449207715415	6.68572999316969	0.000229048554178484	0.00438616345984167
CA12	1.69477269664125	10.4571778801787	0.78436258466105	9.67281529551762	0.00827435535333019	0.0405214861059145
AKR1B10	0.804707940929484	5.90659944026437	0.766558733977263	5.14004070628711	8.22011160998575e-06	0.000398735855081441
PTGS2	1.21495874723999	8.20009726907278	0.765594631197835	7.43450263787494	0.00126359080829302	0.0126779524041522
IFI44	1.04390732304225	7.33671788694526	0.745964791175232	6.59075309577003	0.000469914316463082	0.00693517840202897
MT1G	0.561268258307872	4.32163175597055	0.736552563739571	3.58507919223098	2.68916715595004e-09	3.58392640965706e-07
CAVIN2	1.10916030947128	7.62109985289829	0.718612942688686	6.9024869102096	0.00113641916506268	0.0119454708085198
FBXO32	1.05585999652348	7.36193857887286	0.714953066054461	6.6469855128184	0.000817642444474316	0.00977341706945147
ADAMTS6	1.28764647571668	8.51299368183809	0.70728989916375	7.80570378267434	0.00380571146761759	0.0248577015365081
CXCL5	0.700434143204248	5.1802588061998	0.706262931392523	4.47399587480727	2.70616519424611e-06	0.0001653015906152
PLBD1	1.17338411226445	7.92504747057757	0.704168631087862	7.22087883948971	0.00208297983305095	0.0170172358620893
KRT6A	0.410326898539052	3.31068546771581	0.689738346280492	2.62094712143531	9.78440252756532e-14	2.22578287842581e-11
LAMA3	0.958254742470068	6.80887417442455	0.688059239257364	6.12081493516718	0.000507616884337035	0.00722491604308828
PTX3	0.8587480347699	6.12837444083083	0.643154734830519	5.48521970600031	0.000310538693707674	0.00537138487935854
PARP9	1.17519749210576	7.85549923821136	0.625495603552408	7.23000363465895	0.00535738537398698	0.0306265300976634
AKR1C2	0.661287551999354	4.84785824242664	0.623909697925463	4.22394854450117	9.81173033643108e-06	0.000460697402344739
VIM	9.49404809827745	8.3497818848695	0.623291478588087	7.72649040628142	0.00855023564815931	0.0413816176192806
IFIT1	0.752307114731773	5.42665035603911	0.621317891090108	4.80533246494901	8.53005867734327e-05	0.00223748696200531
TNFSF10	0.643387388805759	4.72662017459125	0.617008226990048	4.1096119476012	7.25271948499987e-06	0.000365238094981253
KRT17	0.514895954627322	3.86166694353391	0.572789039296961	3.28887790423695	2.97621405172048e-07	2.43901665828572e-05
CDKN1A	1.06953782105963	7.26889179168025	0.556919034215691	6.71197275746456	0.00713110065634146	0.0369418978169223
TFCP2L1	0.753871226312777	5.36736840345202	0.552045236551884	4.81532316690014	0.000405538344007459	0.00639267970231113
ALDH1A1	0.50165777011502	3.75591197185601	0.551592456830404	3.20431951502561	3.94843999545153e-07	3.15731619999925e-05
RGS4	0.611700850178828	4.45108092062285	0.543865507341462	3.90721541328138	2.74262055822019e-05	0.000983318903401012
OAS1	0.817881927143806	5.76782801496494	0.543638983600461	5.22418903136448	0.00114150299564832	0.0119721705282862
IL24	0.346725152387523	2.74995372375512	0.535260284658511	2.21469343909661	5.5027792653237e-12	9.94570816803848e-10
AC129507.4	0.475068301109017	3.56066626350535	0.526185948639183	3.03448031486617	3.30998442682651e-07	2.6792597869662e-05
CSF3	0.324505137243367	2.58916545863648	0.516401502929042	2.07276395570744	1.40081181834257e-12	2.8434324817249e-10
CFD	0.707597495703759	5.02935343162877	0.509601921058234	4.51975151057053	0.000490794458253937	0.00707422139092614
KRT5	0.494432718839282	3.66450439333822	0.506334612611754	3.15816978072647	1.95924723460399e-06	0.000126717196143946
OASL	0.348779856322701	2.72835199881745	0.500534218169064	2.22781778064838	1.1090257593537e-10	1.76295010468827e-08
